acceptanceDateTime,accessionNumber,mailing_street1,phone
"2024-11-08 13:02:22",0000052388-24-000219,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000217,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000215,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000213,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000211,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000209,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000207,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000205,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000203,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000201,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000148,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0001085146-24-003539,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000144,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000139,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0001085146-24-002454,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0001085146-24-001135,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000133,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000131,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000129,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000127,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000125,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000123,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000121,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000119,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000117,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000115,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000113,"4500 MAIN STREET",816-531-5575
"2024-11-08 13:02:22",0000052388-24-000111,"4500 MAIN STREET",816-531-5575
